pmid,journal
35473516,Current stem cell research & therapy
35468369,Stem cell research
35462158,Stem cell research
35409417,International journal of molecular sciences
35356813,Bioactive materials
35279592,Stem cell research
35247846,Stem cell research
35182860,Stem cell research
35171451,Tissue engineering and regenerative medicine
35168097,Stem cell research
35124538,Stem cell research
35121195,Stem cell research
35121194,Stem cell research
35119145,Cell proliferation
35114587,Stem cell research
35093716,Stem cell research
35093714,Stem cell research
35066241,Stem cell research
35007918,Stem cell research
34995847,Stem cell research
34995846,Stem cell research
34977272,Molecular therapy. Methods & clinical development
34971931,Stem cell research
34927621,Journal of visualized experiments : JoVE
34871962,Stem cell research
34870827,"Methods in molecular biology (Clifton, N.J.)"
34864392,Biochemical and biophysical research communications
34844101,Stem cell research
34831113,Cells
34736036,Stem cell research
34731408,Protein & cell
34587579,Stem cell research
34514853,Stem cells and development
34509920,Stem cell research
34450529,Stem cell research
34438161,Stem cell research
34438160,Stem cell research
34419745,Stem cell research
34390186,Journal of cellular and molecular medicine
34365103,Stem cell research
34343671,The international journal of biochemistry & cell biology
34311438,Stem cell research
34284274,Stem cell research
34260333,Current eye research
34239625,Journal of rural medicine : JRM
34216981,Stem cell research
34214899,Stem cell research
34214897,Stem cell research
34209429,Biology
34198153,Stem cell research
34197016,Cell proliferation
34182610,"Stem cells (Dayton, Ohio)"
34171784,Stem cell research
34128204,"Methods in molecular biology (Clifton, N.J.)"
34125747,JPMA. The Journal of the Pakistan Medical Association
34117345,Experimental & molecular medicine
34101182,Journal of cellular physiology
34088017,Stem cell research
34088016,Stem cell research
34087982,Stem cell research
34087978,Stem cell research
34087977,Stem cell research
34062330,Stem cell research
34034221,Stem cell research
34033652,PLoS genetics
34029931,Stem cell research
34021738,Clinical and experimental dental research
33936276,Experimental and therapeutic medicine
33901818,Stem cell research
33892291,Stem cell research
33882394,Stem cell research
33878710,Stem cell research
33878709,Stem cell research
33865102,Stem cell research
33845242,Stem cell research
33799282,Stem cell research
33799273,Stem cell research
33765594,Stem cell research
33757979,Turkish journal of haematology : official journal of Turkish Society of Haematology
42099387,Frontiers in cell and developmental biology
41746444,Molecular biology reports
41322490,Frontiers in cardiovascular medicine
40894762,bioRxiv : the preprint server for biology
40466562,Tissue & cell
40347405,Lasers in medical science
40275010,Scientific reports
39931451,Global cardiology science & practice
39673349,Circulation
39540462,Aging cell
39407109,BMC cardiovascular disorders
39241770,Stem cell reports
39055381,F1000Research
38902843,Stem cell research & therapy
38589686,Acta pharmacologica Sinica
38578832,Cell reports
38520412,Cytotherapy
38131134,"BioFactors (Oxford, England)"
38049901,Stem cell research & therapy
37992523,Biochemical and biophysical research communications
37904285,Biotechnology and applied biochemistry
37762684,International journal of molecular sciences
37724150,Reports of biochemistry & molecular biology
37450078,Molecular biology reports
37408215,Cells
37315521,Stem cell reports
37284748,eLife
37272627,Biology open
36519469,"Arteriosclerosis, thrombosis, and vascular biology"
36484201,Alternatives to laboratory animals : ATLA
38344322,Iranian journal of biotechnology
36112854,"Experimental biology and medicine (Maywood, N.J.)"
36032711,Frontiers in bioengineering and biotechnology
35924670,Cell biochemistry and function
35762944,Cellular reprogramming
35679684,Tissue & cell
35538825,Cardiovascular & hematological agents in medicinal chemistry
35507167,"Methods in molecular biology (Clifton, N.J.)"
35453733,Biology
35386434,Current genomics
35285824,Journal of visualized experiments : JoVE
35246800,Stem cell reviews and reports
35180106,Bio-medical materials and engineering
34894535,Stem cell research
34678511,Molecular therapy : the journal of the American Society of Gene Therapy
34606735,Cell transplantation
34012468,Stem cells international
33774811,"Methods in molecular biology (Clifton, N.J.)"
33469781,Journal of materials science. Materials in medicine
33321106,Developmental cell
33318310,Aging
33063499,Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi = Chinese journal of reparative and reconstructive surgery
32995593,Heliyon
32985604,Scientific reports
32388790,Molecular and cellular biochemistry
32290757,Circulation research
32098400,Cells
32082976,Acta pharmaceutica Sinica. B
32028539,Biotechnology and applied biochemistry
32019948,Scientific reports
32007417,Cytotherapy
31875873,World journal of stem cells
31749426,Current molecular medicine
31678351,Journal of molecular and cellular cardiology
31628386,Scientific reports
31615734,Journal of bioscience and bioengineering
31451800,Nature biomedical engineering
31360783,Heliyon
31304202,Regenerative therapy
31265161,Journal of cellular biochemistry
31248450,Stem cell research & therapy
31223109,Xi bao yu fen zi mian yi xue za zhi = Chinese journal of cellular and molecular immunology
31140610,Journal of cellular physiology
31116981,Cell reports
31049685,Cell and tissue research
31025171,Applied biochemistry and biotechnology
31023824,The Journal of biological chemistry
31023001,International journal of stem cells
31019236,Scientific reports
30716443,Gene
30663680,Journal of visualized experiments : JoVE
30548289,Journal of cellular biochemistry
30362159,Journal of cellular biochemistry
30242963,Journal of biomedical materials research. Part A
42081393,"Cells, tissues, organs"
41742306,Stem cell research & therapy
41655494,Stem cell research
41648443,bioRxiv : the preprint server for biology
41588007,Nature communications
41573892,bioRxiv : the preprint server for biology
41417018,European thyroid journal
41406121,PloS one
41390345,Scientific reports
41364594,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)"
41324907,JCI insight
41279649,bioRxiv : the preprint server for biology
41278714,bioRxiv : the preprint server for biology
41265444,Cell reports. Medicine
41231358,Molecular neurobiology
41229557,Frontiers in molecular neuroscience
40930428,Neurobiology of disease
40845849,Stem cell reports
40719753,Epilepsia
40672309,bioRxiv : the preprint server for biology
40650995,"Stem cells (Dayton, Ohio)"
40541177,Stem cell reports
40527961,Communications biology
40436106,Biochimica et biophysica acta. Molecular and cell biology of lipids
40427530,Biomolecules
40220091,"Methods in molecular biology (Clifton, N.J.)"
40181518,Brain : a journal of neurology
40067626,"Methods in molecular biology (Clifton, N.J.)"
40022736,STAR protocols
39888571,Stem cell reviews and reports
39823300,Proceedings of the National Academy of Sciences of the United States of America
39804773,STAR protocols
39677822,bioRxiv : the preprint server for biology
39605742,bioRxiv : the preprint server for biology
39454007,Science advances
39342621,STAR protocols
39255791,Cell reports methods
39104117,Neural regeneration research
39084624,Biofabrication
38936158,Stem cell research
38920646,Cells
38917115,PloS one
38724283,The Journal of neuroscience : the official journal of the Society for Neuroscience
38630226,"Methods in molecular biology (Clifton, N.J.)"
38569398,Stem cell research
38566045,BMC biology
38512688,"Methods in molecular biology (Clifton, N.J.)"
38496655,bioRxiv : the preprint server for biology
38446849,Proceedings of the National Academy of Sciences of the United States of America
38278154,Stem cell reports
38244534,Stem cell research
38239239,Acta pharmaceutica Sinica. B
38227267,Molecular biology reports
38201271,Cells
38161139,Molecular genetics and metabolism
38145818,Experimental cell research
38133504,Investigative ophthalmology & visual science
38039971,Stem cell reports
37935051,Brain : a journal of neurology
37832540,Stem cell reports
37740641,Cell proliferation
37681934,Cells
37660160,Nature communications
37534135,iScience
37515763,STAR protocols
37503054,bioRxiv : the preprint server for biology
37186408,Epileptic disorders : international epilepsy journal with videotape
37178505,Biochemical and biophysical research communications
37163109,bioRxiv : the preprint server for biology
37137886,Translational psychiatry
37089691,Frontiers in molecular neuroscience
36922996,iScience
36671824,Biology
36635662,BMC medical genomics
36596304,Cell reports
36532282,Frontiers in neuroscience
36513936,"Methods in molecular biology (Clifton, N.J.)"
36368332,Stem cell reports
36289433,Scientific reports
36229560,Scientific reports
36037147,The International journal of neuroscience
35943218,Cell proliferation
35801179,Frontiers in neuroscience
35748297,"Development (Cambridge, England)"
35696030,"Methods in molecular biology (Clifton, N.J.)"
35477723,Nature communications
35420042,Stem cells and development
35366798,BMC genomics
35292305,Journal of neuroscience methods
35012575,Molecular neurodegeneration
34971564,Stem cell reports
34916302,Genes & development
34855047,Neurochemical research
34841809,Sheng wu gong cheng xue bao = Chinese journal of biotechnology
34699746,Molecular cell
34592167,Cell stem cell
34426604,Scientific reports
34358451,Stem cell reports
34324184,"Methods in molecular biology (Clifton, N.J.)"
34229210,Stem cell research
33961044,Human molecular genetics
33847009,Journal of cellular biochemistry
33681435,Data in brief
33679325,Frontiers in cellular neuroscience
33675690,Cell stem cell
33610017,Stem cell research
33470930,eLife
33362470,Frontiers in cellular neuroscience
33083598,Heliyon
32917012,Cells
32831313,Journal of visualized experiments : JoVE
32791483,Stem cell research
32783653,American journal of physiology. Cell physiology
32561311,"Alcohol (Fayetteville, N.Y.)"
32559460,Stem cell reports
32523990,Science advances
32422219,"Nanomedicine : nanotechnology, biology, and medicine"
32350390,Molecular psychiatry
32231311,Nature cell biology
32106535,Cells
31968264,Cell reports
31591157,The Journal of neuroscience : the official journal of the Society for Neuroscience
31551713,Frontiers in cellular neuroscience
31529274,Stem cell reviews and reports
31488328,Neuron
31383796,"Development (Cambridge, England)"
31358888,Scientific reports
31163126,Developmental biology
31107442,Journal of visualized experiments : JoVE
30809125,Frontiers in cellular neuroscience
30603979,Neurochemical research
30532006,Nature communications
30410030,Translational psychiatry
30387318,Stem cells translational medicine
30307948,PloS one
29791859,Cell reports
29729503,Stem cell research
29567111,Neurobiology of disease
29510143,Brain research
29327201,Molecular neurobiology
29174332,Cell stem cell
29016394,Neuroreport
28962665,Stem cell research & therapy
28871128,Scientific reports
28746305,Nature
28504679,Nature methods
28321434,"Neurogenesis (Austin, Tex.)"
27251161,In vitro cellular & developmental biology. Animal
27524438,Cell stem cell
27510459,Molecular medicine reports
27378147,Molecular psychiatry
27281220,Nature
27158363,American journal of translational research
27147976,Frontiers in neural circuits
27138845,Stem cell reviews and reports
27109421,Molecules and cells
26770203,Stem cells international
26732729,Glia
26711960,"Nanomedicine : nanotechnology, biology, and medicine"
26639555,Nature communications
26626326,"Methods (San Diego, Calif.)"
26526726,Cell stem cell
26503761,Molecular psychiatry
26277393,Biochemical and biophysical research communications
26123132,Glia
26119235,Cell stem cell
26074082,Cell reports
26014045,Journal of natural medicines
25912433,Brain research
25863132,Brain research
25695848,"Cell cycle (Georgetown, Tex.)"
25458895,Stem cell reports
25420069,Nature neuroscience
25254342,Stem cell reports
25242642,Neuroscience
25189318,Journal of molecular neuroscience : MN
24991651,TheScientificWorldJournal
24893711,Journal of visualized experiments : JoVE
24736401,Stem cells translational medicine
24709523,Biomaterials
24385434,The Journal of biological chemistry
24243019,Cell
24209756,Cell stem cell
24182316,Cellular reprogramming
24172139,Stem cells and development
23947933,Stem cells and development
23856066,Neuroscience
23658252,Stem cells translational medicine
23637330,"Development (Cambridge, England)"
23562599,Journal of neuroscience methods
23439431,Scientific reports
23344148,Molecular therapy. Nucleic acids
23142721,Neuroscience letters
23047160,Glia
22884477,Experimental cell research
22859994,PloS one
22719915,PloS one
22659622,Experimental cell research
22174877,PloS one
22105488,Cell research
21772256,Molecular therapy : the journal of the American Society of Gene Therapy
21753754,Nature
21725324,Nature
21646515,Proceedings of the National Academy of Sciences of the United States of America
21623794,Journal of neurochemistry
21617644,Nature
21559470,PloS one
21293461,Nature protocols
20813449,Differentiation; research in biological diversity
20107439,Nature
20106970,The Journal of biological chemistry
42018227,Tissue engineering and regenerative medicine
41928786,Research square
41549554,Chinese medical journal
41436341,Journal of bioscience and bioengineering
40923712,"Journal of biomedical materials research. Part B, Applied biomaterials"
40374016,Biochimica et biophysica acta. Molecular basis of disease
40253677,Molecular biology reports
40108649,Diabetology & metabolic syndrome
39695795,Stem cell research & therapy
39593212,ACS applied materials & interfaces
39556137,"Stem cells (Dayton, Ohio)"
39531507,Cancer research
39461404,Experimental cell research
39273600,International journal of molecular sciences
39220963,Heliyon
39003281,Nature communications
38989151,Frontiers in pharmacology
38920642,Cells
38871849,Scientific reports
38736214,Cell biochemistry and function
38712762,Cell transplantation
38626526,Tissue & cell
38559042,bioRxiv : the preprint server for biology
38243869,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)"
37955342,Biotechnology journal
37922913,Stem cell reports
37885129,Advanced healthcare materials
37882705,ACS biomaterials science & engineering
37712417,The Journal of clinical investigation
37659738,Biochemical pharmacology
37644502,Biomaterials research
37405627,In vitro cellular & developmental biology. Animal
37350544,Stem cells translational medicine
37309004,Clinical epigenetics
37242432,"Pharmaceuticals (Basel, Switzerland)"
37163124,Research square
37106062,Nature cell biology
37066257,bioRxiv : the preprint server for biology
37058856,Acta histochemica
36879848,Molecular therapy. Methods & clinical development
36789698,Journal of materials chemistry. B
36714992,"BioFactors (Oxford, England)"
36707464,Stem cell reviews and reports
36496541,Scientific reports
36411701,Zhong nan da xue xue bao. Yi xue ban = Journal of Central South University. Medical sciences
36341906,Molecular metabolism
36334352,Biomaterials
36287200,Artificial organs
36271309,Molecular biology reports
36152380,Tissue & cell
36142497,International journal of molecular sciences
36123594,BMC molecular and cell biology
36093804,Cell journal
36081823,Journal of traditional and complementary medicine
36044849,Cell reports
36002988,Cell transplantation
35997116,Critical reviews in eukaryotic gene expression
35802251,Progress in biomaterials
35789836,iScience
35668153,In vitro cellular & developmental biology. Animal
35636173,Phytomedicine : international journal of phytotherapy and phytopharmacology
35592615,Biochemistry and biophysics reports
35235779,Cell reports
35203411,Biomedicines
35196077,Science advances
35156411,Cell transplantation
35144175,Biochemical and biophysical research communications
35107740,Molecular biology reports
35101476,Journal of controlled release : official journal of the Controlled Release Society
34978292,Journal of visualized experiments : JoVE
34939754,Cell journal
34934332,"Diabetes, metabolic syndrome and obesity : targets and therapy"
34579548,"Nanomedicine (London, England)"
34455055,Biochimica et biophysica acta. Molecular basis of disease
41547666,Scientific reports
40885711,Nature communications
40683000,Stem cell research
40655509,Iranian journal of public health
40544489,Biotechnology journal
40468074,Nature
40313860,Stem cells international
40033232,BMC molecular and cell biology
39954965,The American journal of pathology
39920313,Scientific reports
39773036,Current protein & peptide science
39639330,Malaria journal
39623394,Journal of orthopaedic surgery and research
39515329,Developmental cell
39218930,Stem cell research & therapy
39075621,Stem cell research & therapy
38865239,Cell reports
38678016,Nature communications
38409161,Nature communications
37679064,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)"
37552689,PloS one
37413859,Tissue & cell
37072803,Stem cell research & therapy
37067057,Cancer research
37058099,Hepatology communications
36906109,Journal of hepatology
36824858,bioRxiv : the preprint server for biology
36512201,Biologia futura
36436492,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie
36326013,"Nanomedicine (London, England)"
36132168,Stem cells international
36098216,Journal of cellular and molecular medicine
36064451,Stem cell research & therapy
37553383,NPJ Regenerative medicine
34653405,Stem cell reports
34324183,"Methods in molecular biology (Clifton, N.J.)"
32045634,Experimental gerontology
31557312,FEBS letters
31151408,Stem cell research & therapy
30630525,Stem cell research & therapy
30460090,Animal cells and systems
30195438,Cell systems
29606616,Stem cell reports
29423003,American journal of translational research
28902577,"Cell cycle (Georgetown, Tex.)"
28353266,"Methods in molecular biology (Clifton, N.J.)"
28017657,Stem cell reports
27160704,Stem cells translational medicine
27052315,Stem cell reports
26877223,Cell stem cell
26691508,PloS one
26620855,Journal of cellular physiology
26275015,Journal of visualized experiments : JoVE
26060345,Journal of clinical biochemistry and nutrition
25940188,"Stem cells (Dayton, Ohio)"
25918395,Proceedings of the National Academy of Sciences of the United States of America
25609937,Clinical interventions in aging
25510211,Nature communications
25336587,"RNA (New York, N.Y.)"
24651499,Nature protocols
24621955,"Proceedings of the Japan Academy. Series B, Physical and biological sciences"
24474194,Protein & cell
24200330,Stem cells and development
24145188,Stem cell research
23747202,Cell stem cell
23355895,PloS one
23241430,BMC cell biology
23202127,Nature genetics
23110200,PloS one
23088445,Genome biology
23044805,Cell research
22869153,Oncogene
22833560,Molecular biology of the cell
22653871,"Stem cells (Dayton, Ohio)"
22575839,Biomaterials
22569365,Nature communications
22445517,Cell stem cell
22415842,Current protocols in stem cell biology
22403680,PloS one
22201997,Frontiers in bioscience (Elite edition)
22172100,Current molecular medicine
22064700,Cell research
22019014,Cell stem cell
21948625,"Stem cells (Dayton, Ohio)"
21763273,Biochemical and biophysical research communications
21727907,Cell research
21716291,Nature
21609235,Seminars in ophthalmology
21572395,Nature
21566060,Journal of the American Society of Nephrology : JASN
21563275,"Stem cells (Dayton, Ohio)"
21445094,Cell research
21399616,EMBO reports
21385566,Biochemical and biophysical research communications
21293062,The Journal of clinical investigation
21209016,Endocrinology
21135873,Cell research
20858051,Cellular reprogramming
20798495,"Cellular physiology and biochemistry : international journal of experimental cellular physiology, biochemistry, and pharmacology"
20621050,Cell stem cell
20616150,Molecular human reproduction
20595395,The Journal of biological chemistry
20571391,Current opinion in hematology
20510497,Differentiation; research in biological diversity
20439621,Blood
20420827,Experimental cell research
20131970,Stem cells and development
20045908,Zhong nan da xue xue bao. Yi xue ban = Journal of Central South University. Medical sciences
20039314,Journal of cellular biochemistry
20036631,Cell stem cell
19711451,"Stem cells (Dayton, Ohio)"
19688699,Histology and histopathology
19252477,Nature
19238173,Cell research
19109433,Proceedings of the National Academy of Sciences of the United States of America
18782754,The Journal of biological chemistry
18668528,Journal of cellular biochemistry
18631882,"Transplantation reviews (Orlando, Fla.)"
18414030,"Cell cycle (Georgetown, Tex.)"
18287077,Proceedings of the National Academy of Sciences of the United States of America
18157115,Nature
18035408,Cell
18024106,Current opinion in biotechnology
16904174,Cell
32833524,Cellular reprogramming
26956435,Journal of biomedical science
26526610,FEBS letters
26107288,Human gene therapy methods
25767075,Biochemical and biophysical research communications
24672756,Stem cell reports
23724014,PloS one
22681532,Journal of cellular and molecular medicine
21880784,"Development (Cambridge, England)"
19298173,Stem cells and development
41208847,World journal of oncology
40824830,Journal of visualized experiments : JoVE
40159497,Nature communications
39236156,"Science (New York, N.Y.)"
38676923,Cell reports
38327634,BioImpacts : BI
37418548,Science immunology
36251998,Proceedings of the National Academy of Sciences of the United States of America
35245086,Science immunology
34373452,Nature communications
33537535,Research and practice in thrombosis and haemostasis
32779444,Cell journal
31374198,Cell stem cell
31326613,Experimental hematology
31270104,Blood
28386326,American journal of translational research
27137657,Current topics in developmental biology
27052461,Nature communications
24270736,Leukemia
23580622,Proceedings of the National Academy of Sciences of the United States of America
22968040,FEBS letters
22457803,PloS one
22343522,Leukemia
21508410,Blood
21098095,The Journal of experimental medicine
20889924,Blood
20675585,Proceedings of the National Academy of Sciences of the United States of America
20585034,"Journal of immunology (Baltimore, Md. : 1950)"
19491391,Blood
18832658,Blood
17088084,Immunity
16301746,The Journal of experimental medicine
15940611,Gastroenterology
15163413,Cell
14505489,The Biochemical journal
14499119,Immunity
12881423,The EMBO journal
10666199,Blood
8628293,Molecular and cellular biology
38906098,Cell
26224673,Clinical calcium
24638034,Cell research
23115636,PloS one
22496789,PloS one
21562492,Nature
41981235,Gene therapy
41956356,The international journal of biochemistry & cell biology
41330733,Journal of inherited metabolic disease
41057965,Stem cell research & therapy
40973931,Stem cell reviews and reports
40562862,Nature biomedical engineering
39487286,Scientific reports
39280896,Bioactive materials
39238002,Journal of nanobiotechnology
39146664,Stem cell research
39027281,Chemical science
39005378,bioRxiv : the preprint server for biology
38323006,iScience
38183635,Antioxidants & redox signaling
38092880,Scientific reports
37860885,"Biomedical materials (Bristol, England)"
37366005,Liver international : official journal of the International Association for the Study of the Liver
37235474,Cell reports
37078751,Acta biochimica et biophysica Sinica
36982757,International journal of molecular sciences
36456801,Scientific reports
36147945,iScience
36125708,"Methods in molecular biology (Clifton, N.J.)"
35887608,Journal of personalized medicine
35569737,Biochimica et biophysica acta. Molecular basis of disease
35538505,BMC research notes
35507159,"Methods in molecular biology (Clifton, N.J.)"
35194023,Cell death discovery
35180101,Bio-medical materials and engineering
35152675,Zhonghua gan zang bing za zhi = Zhonghua ganzangbing zazhi = Chinese journal of hepatology
35145162,Scientific reports
34795766,Stem cells international
34793870,Journal of hepatology
34422999,Annals of translational medicine
34222206,Frontiers in bioengineering and biotechnology
34215318,Stem cell research & therapy
34029164,Stem cells and development
34028444,Journal of visualized experiments : JoVE
33997813,STAR protocols
33982322,"Hepatology (Baltimore, Md.)"
33938231,Stem cells and development
33494802,Stem cell research & therapy
33236954,Organogenesis
32955797,Pharmacology research & perspectives
32886454,Pharmacology research & perspectives
32745714,Stem cell research
32700411,Haemophilia : the official journal of the World Federation of Hemophilia
32452550,"Hepatology (Baltimore, Md.)"
32251270,Cell death & disease
32126187,Radiation research
31969065,Stem cells and development
31875078,Iranian journal of medical sciences
31791589,Biochemical and biophysical research communications
31787637,Yakugaku zasshi : Journal of the Pharmaceutical Society of Japan
31465481,PloS one
31464024,Journal of cellular biochemistry
31404112,PloS one
31289194,Journal of cell science
31242206,PloS one
31226809,International journal of molecular sciences
31151050,Stem cell research
30965071,Journal of hepatology
30842525,Scientific reports
30786319,"Development, growth & differentiation"
30761668,Cell biology international
30637566,Human cell
30560924,Cell research
30549291,"Hepatology (Baltimore, Md.)"
30536094,"Methods in molecular biology (Clifton, N.J.)"
30497075,"Cellular physiology and biochemistry : international journal of experimental cellular physiology, biochemistry, and pharmacology"
30463600,Stem cell research & therapy
30417406,Journal of cellular biochemistry
30272835,Stem cells translational medicine
30092828,Stem cell research & therapy
29991669,Molecules and cells
29959867,Biotechnology and bioengineering
29921325,Stem cell research & therapy
29857331,Differentiation; research in biological diversity
29719629,Oncotarget
29523187,Stem cell research & therapy
29466743,Cell reports
30834092,International journal of organ transplantation medicine
29238913,Stem cell reviews and reports
29196668,Scientific reports
29097870,World journal of gastroenterology
29091973,PloS one
29044512,Journal of cellular physiology
28806853,Current protocols in stem cell biology
28792091,Cell biology international
28733363,Disease models & mechanisms
28726547,Tissue engineering. Part A
28462819,Molecular therapy : the journal of the American Society of Gene Therapy
28388431,Cell stem cell
28352551,"Biotechnology reports (Amsterdam, Netherlands)"
28215634,Experimental cell research
32263887,Journal of materials chemistry. B
28127796,Xenotransplantation
28094799,Scientific reports
28051995,Biological chemistry
27909741,Archives of toxicology
27874233,Journal of cellular and molecular medicine
27191501,Oncotarget
27598993,European surgical research. Europaische chirurgische Forschung. Recherches chirurgicales europeennes
27590069,Archives of toxicology
27584576,PloS one
27569862,Cell biochemistry and function
27512979,Cell transplantation
27506985,"Development, growth & differentiation"
27501760,Biochemical and biophysical research communications
27495937,Stem cell research & therapy
27429519,Indian journal of hematology & blood transfusion : an official journal of Indian Society of Hematology and Blood Transfusion
27379400,Die Naturwissenschaften
27340619,BioImpacts : BI
27257752,Cell stem cell
27190538,Evidence-based complementary and alternative medicine : eCAM
27107701,Biochemical and biophysical research communications
27057173,Stem cells international
27053247,Cell and tissue research
27044799,Drug metabolism and disposition: the biological fate of chemicals
26890619,Advanced healthcare materials
26662137,Romanian journal of morphology and embryology = Revue roumaine de morphologie et embryologie
26586530,Disease models & mechanisms
26540984,Zhongguo xiu fu chong jian wai ke za zhi = Zhongguo xiufu chongjian waike zazhi = Chinese journal of reparative and reconstructive surgery
26503743,Scientific reports
26487432,In vitro cellular & developmental biology. Animal
26411497,Differentiation; research in biological diversity
26312781,Journal of cellular biochemistry
26275888,In vitro cellular & developmental biology. Animal
26074313,Stem cell reports
25875613,PloS one
25794768,Tissue engineering. Part A
25774264,International journal of hematology-oncology and stem cell research
25668102,Cell transplantation
25605636,"Hepatology (Baltimore, Md.)"
25576343,"Experimental biology and medicine (Maywood, N.J.)"
27086414,Italian journal of anatomy and embryology = Archivio italiano di anatomia ed embriologia
25520290,"Methods in molecular biology (Clifton, N.J.)"
25410288,"Methods in molecular biology (Clifton, N.J.)"
25364750,Frontiers in cell and developmental biology
25173165,"Methods in molecular biology (Clifton, N.J.)"
25137413,PloS one
25101638,PloS one
25084468,PloS one
25077652,Journal of physiology and biochemistry
25059765,"Small (Weinheim an der Bergstrasse, Germany)"
24978442,"Artificial cells, nanomedicine, and biotechnology"
24935339,Transplantation proceedings
24785642,Drug metabolism and pharmacokinetics
24737489,Cell and tissue research
24733606,Journal of cellular biochemistry
24531302,Stem cell research
24491001,Journal of the College of Physicians and Surgeons--Pakistan : JCPSP
24477550,Histochemistry and cell biology
24472423,Tissue & cell
24239964,Stem cell research
24232094,Cell death & disease
24190442,Journal of Zhejiang University. Science. B
32261223,Journal of materials chemistry. B
23954819,Experimental cell research
23818908,Stem cells international
23731381,Stem cells and development
23715756,Journal of physiology and biochemistry
23702217,Current opinion in genetics & development
23379579,Cellular reprogramming
23179850,"Methods in molecular biology (Clifton, N.J.)"
23139117,Journal of cellular physiology
23113625,Assay and drug development technologies
41570824,Cell stem cell
38161208,Signal transduction and targeted therapy
34212340,In vitro cellular & developmental biology. Animal
33775847,Gene
33182285,Biomedicines
33111125,STAR protocols
29782008,Journal of visualized experiments : JoVE
27641305,Cell stem cell
27243814,PloS one
27053238,Diabetologia
26696514,Best practice & research. Clinical endocrinology & metabolism
26693711,Diabetologia
26307584,Diabetes
26290048,Diabetologia
26288179,PloS one
25950476,Cell death & disease
25836667,Endocrinology
25653218,Science translational medicine
24744004,"Methods in molecular biology (Clifton, N.J.)"
24375815,"Stem cells (Dayton, Ohio)"
24365150,Biochemical and biophysical research communications
24312421,PloS one
24240391,Nature biotechnology
23606308,Journal of cellular biochemistry
23595988,The Journal of biological chemistry
23434589,The Journal of clinical investigation
22945304,Diabetologia
22143343,Pancreas
24843497,Journal of diabetes investigation
21684256,Biochemical and biophysical research communications
21396168,Cell transplantation
18855879,The Journal of pathology
18819251,Cell transplantation
18754011,Nature
18580448,Pancreas
16210247,Proceedings of the National Academy of Sciences of the United States of America
16132961,Diabetologia
15769977,The Journal of clinical endocrinology and metabolism
14733613,The Biochemical journal
14702043,Nature genetics
12716747,Diabetes
12023823,Biochemical Society transactions
11890684,Biochemical and biophysical research communications
31570708,Nature communications
26904936,Cell reports
26516212,EMBO molecular medicine
25528259,BMC biology
20804969,Cell stem cell
19703398,Cell
36200040,Frontiers in cell and developmental biology
35008497,International journal of molecular sciences
23555309,PLoS genetics
25092238,Stem cell research & therapy
27916275,Cell
27105506,Oncotarget
26891705,Scientific reports
20644535,Nature
23696748,PLoS genetics
40251601,Stem cell research & therapy
39684245,International journal of molecular sciences
37773257,NPJ Regenerative medicine
30523246,Experimental & molecular medicine
30463279,Journal of clinical medicine
30372556,"Stem cells (Dayton, Ohio)"
25207966,PloS one
34995376,"Hepatology (Baltimore, Md.)"
31065279,Stem cells international
41350397,Communications biology
40818977,BMC research notes
28796841,PloS one
22536330,PloS one
41319154,Cancer biology & therapy
41559473,EMBO reports
39596450,International journal of molecular sciences
39292740,Proceedings of the National Academy of Sciences of the United States of America
38785917,Biomolecules
38320809,Life science alliance
37919270,Scientific data
37869261,Molecular therapy. Nucleic acids
35390271,eLife
34413299,Nature communications
32637855,APL bioengineering
31903125,Theranostics
31806618,Biology open
31455402,Stem cell research & therapy
31056481,Stem cell reports
30472011,Stem cell reports
29569797,"Stem cells (Dayton, Ohio)"
29593216,Nature communications
29358085,Stem cell reports
28839133,Nature communications
28781078,Stem cell reports
28588267,Scientific reports
28190217,Protein & cell
28065643,Stem cell reports
38996013,Science advances
35832093,Theranostics
34506726,Stem cell reports
33828585,Frontiers in genetics
32081919,Communications biology
31033391,Adipocyte
30082779,Cell death & disease
39527589,Cardiovascular research
38077137,iScience
29743891,Stem cells international
25050861,PloS one
28456008,Stem cells translational medicine
25466247,Cell reports
23559005,Cell death & disease
38115136,Stem cell research & therapy
35216178,International journal of molecular sciences
34564739,Pflugers Archiv : European journal of physiology
37968277,Nature communications
36555471,International journal of molecular sciences
32152438,Acta pharmacologica Sinica
28323620,eLife
27483142,PloS one
27264182,Cell reports
26185499,Stem cells international
40292571,Nutrients
28604806,PloS one
23378912,Scientific reports
39796709,Cancers
41492391,iScience
39919754,Stem cell reports
39702316,Alzheimer's research & therapy
38719541,Genes & development
38566168,Human genomics
38485770,Cellular and molecular life sciences : CMLS
38418798,Journal of cancer research and clinical oncology
38403587,Journal of experimental & clinical cancer research : CR
38227647,"Stem cells (Dayton, Ohio)"
35527669,Journal of clinical laboratory analysis
34923909,Autophagy
33882103,PloS one
41898814,Genes
37233752,Cell and tissue research
35891703,The journal of cardiovascular aging
